duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
573445,268674,299,304771,268303,286722.5,134301,25524.433461,189507.445782,10.463078,1250.33787,107,268567,114689,141072.27166,-1,0,-1,0,-1,0,-1,0,FT
19655958,-1,1502,-1,17791379,0,3931191.6,0,7753392.917492,0.356126,23.402573,1502,17531954,3275993,6989170.319321,19396533,19400000,19396533,0,17531954,17500000,17531954,0,FT
29800170,399,65,16114124,16030106,5960021.8,5960030.8,8019956.472198,7978507.826177,0.402682,154.193751,16,15778989,2709106.363636,5861552.886215,13434373,14800000,16114599,1895205.979712,13233199,14500000,15778989,1800145.372477,FT
28671709,206,335748,9201371,9201371,2389309.083333,2850328.2,2945309.087967,3083631.132451,0.837062,51.235174,22,9201345,1246596.043478,2397772.616075,1348133,4051849.428571,9201371,3357185.542613,1308681,3782683.714286,9201345,3191135.150625,FT
26758021,615,578,12449335,18357611,4995239.5,2944182.777778,5630026.362515,5875054.110834,0.56058,177.965329,154,12448603,1911287.214286,3455690.224895,1362971,4459281.5,12448603,4271020.920459,1361624,4372059,12448603,4279280.312169,FT
29840299,135,2031,12735692,12772839,505766.762712,646331.326087,1645602.782825,1859125.608208,3.585755,286.592303,22,12735635,281512.254717,1237463.170945,2776683,8040987,13305291,7444850.113255,1514963,7125299,12735635,7934213.26067,FT
20927868,96,225,913854,877512,253127.621951,307899.985075,244618.487165,233482.602909,7.21526,827.126777,24,519139,139519.12,150300.48998,-1,0,-1,0,-1,0,-1,0,FT
27068348,26723229,330891,26723229,26392470,26700000,9022782.666667,0,15000000,0.221661,102.111884,477,26392470,5413669.6,11700000,26723361,26700000,26723361,0,26392470,26400000,26392470,0,FT
652578,652578,343819,652578,343819,652578,343819,0,0,6.129535,324.86538,43,343819,217526,189161.826536,-1,0,-1,0,-1,0,-1,0,FT
29616377,36,32,1045643,935367,149023.914141,153157.026042,228261.909629,184751.577766,13.23592,2730.955241,1,724873,75745.209719,136238.386538,-1,0,-1,0,-1,0,-1,0,FT
23933795,331,39,6684420,6684449,910165.5,920530.576923,1740215.870748,1728240.905578,2.256224,204.438953,19,6684401,451581.037736,1254553.597703,3959133,5632287,7270889,1637663.764008,1291582,4319358.25,6684401,2310170.007958,FT
29789851,341,415,1451668,1428294,377086.721519,501941.333333,400268.651424,400660.754894,4.63245,304.331834,15,1136070,217444.167883,252331.750087,3815200,9929950.333333,20605828,9278157.633483,1021641,1071807,1136070,58502.504788,FT
29696792,503,2493,1497696,1492004,381441.961039,509726.327586,379410.893184,379973.286806,4.613293,303.063038,16,1166243,218358.764706,228148.894611,29371031,29400000,29371031,0,1166243,1166243,1166243,0,FT
24979410,59,20,16967793,17176158,317605.884615,485458.627451,1991480.802257,2446195.589984,5.244319,1280.134319,20,16967793,192149.307692,1520386.19605,1133474,8257565,19804496,10100000,1133474,7242772.666667,16967793,8513900.218263,FT
19157324,19021765,19016177,19021765,19016177,19000000,19000000,0,0,0.208797,10.231074,135559,18880618,6385774.666667,10800000,19021765,19000000,19021765,0,18880618,18900000,18880618,0,FT
19157090,18997094,18975987,18997094,18975987,19000000,19000000,0,0,0.2088,10.439999,159996,18815991,6385696.666667,10800000,18997094,19000000,18997094,0,18815991,18800000,18815991,0,FT
29799845,108,28,1091320,1129055,291093.148515,334829.719101,298101.39411,254105.195232,6.442987,711.178196,16,1091292,156020.13089,210422.674043,7548567,13000000,18503267,7746142.655864,1031693,1061492.5,1091292,42142.85704,FT
29908789,3419,200683,3754834,3720549,725282.121951,830568.457143,647532.864619,639939.749004,2.607929,175.165902,50,3454616,388425.831169,449841.969631,1294260,3736333.5,6213581,2723035.491236,1005572,1786569.75,3454616,1132747.460445,FT
29856302,356,5121,3040627,3028536,710864.333333,776681.289474,562740.374819,556151.127592,2.746489,183.043433,17,2696714,368596.320988,379622.600148,2072219,4924580,8659912,3381442.45932,1128929,1855346.666667,2696714,790188.281966,FT
1239789,1012816,901818,1012816,901818,1012816,901818,0,0,3.226355,198.42086,226973,674845,413263,233235.92357,-1,0,-1,0,-1,0,-1,0,FT
1971238,228071,35,1012816,1013425,643654.666667,657079.333333,394426.740384,569696.927432,4.058363,242.487209,14,690077,281605.428571,304044.865409,-1,0,-1,0,-1,0,-1,0,FT
118047,-1,-1,-1,-1,0,0,0,0,16.942404,779.350598,118047,118047,118047,0,-1,0,-1,0,-1,0,-1,0,FT
26968312,319,44,13108670,12793546,1403061.263158,1419384.842105,3512707.378455,3443389.198361,1.483222,104.71549,16,12793546,691495.179487,2471266.618128,11326107,12800000,14202037,2033589.605218,9259772,11000000,12793546,2498755.558581,FT
24021476,20032747,31,20032747,2559963,20000000,388427.491803,0,587656.195338,2.664283,1366.652074,31,2559963,381293.269841,570430.544313,1617322,3800083,7998960,2191951.894378,1289923,1928494,2559963,538850.149449,FT
14674760,14338576,336300,14338576,13984195,14300000,4891586.666667,0,7874434.926575,0.408865,188.35061,447,13984195,2934952,6179116.049517,14338460,14300000,14338460,0,13984195,14000000,13984195,0,FT
22333648,189,30,6822478,6822375,455012.367347,620378.222222,974132.951434,1124686.9358,3.895468,269.055911,15,6616400,259693.581395,729218.809361,22127641,22100000,22127641,0,6616400,6616400,6616400,0,FT
29789606,435,137,13851462,13534713,1859442.8125,1985936.266667,4041141.169125,4078609.185302,1.107769,90.534934,27,13534713,930925.1875,2906870.51768,4375801,9826267.333333,14946835,5293232.925632,2924096,8769732.666667,13534713,5387222.09151,FT
17222905,17016501,17059458,17016501,17059458,17000000,17100000,0,0,0.232249,11.612443,163447,16853054,5740968.333333,9623372.44543,17016501,17000000,17016501,0,16853054,16900000,16853054,0,FT
18258154,21,1068,7021622,6869560,829916.090909,1064185.529412,1505537.374501,1662252.400188,2.245572,151.165337,17,6657404,456453.85,1093244.733077,3848268,9022989,14197710,7318160.619697,2503462,4580433,6657404,2937280.556855,FT
27236028,219,19912011,14667879,19912011,4498825.666667,19900000,5851921.44094,0,0.330445,18.908778,219,14460935,3404503.5,5264574.896433,5208002,8997651.333333,14667879,5002474.324235,5183112,8920300.333333,14460935,4894774.14318,FT
23982842,163236,3578026,20030442,20241637,6801617,11900000,11500000,11800000,0.291875,16.761983,35,20030442,3997140.333333,7977832.385941,3789164,12000000,20193678,11600000,3577991,11800000,20030442,11600000,FT
29655402,162,291,19699043,20098782,2446991,3295044.666667,5612978.54749,6507179.756445,0.775575,70.813405,25,19699043,1347972.818182,4245573.551275,3897555,9785057.666667,20744698,9500078.536403,3497812,9111783.666667,19699043,9174429.908196,FT
29737767,377,270845,13889442,13576358,2674151.363636,2703391.909091,5539042.962147,5367462.595453,0.807055,57.300873,20,13576358,1292946.391304,3872709.207275,14442402,14700000,14985232,383838.77403,13542758,13600000,13576358,23758.787827,FT
22138574,21806941,332638,21806941,21462045,21800000,7379524.666667,0,12200000,0.27102,125.572677,569,21462045,4427714.8,9523963.985657,21805936,21800000,21805936,0,21462045,21500000,21462045,0,FT
20651564,171,542,11152119,10958848,2294618.222222,2894317.571429,3784970.199433,4037172.426159,0.871605,89.242636,9,10746992,1214797.882353,2812232.167691,4379661,6741848,11152343,3822823.513508,3988332,6393325.333333,10746992,3777283.02738,FT
29918362,283,269446,13762811,13451530,2443932.5,2301412.461538,4703310.308984,4389853.42277,0.902456,62.302876,23,13451530,1150706.230769,3249519.59239,3773057,9780466,14889523,5612417.600216,2904678,8919456,13451530,5427506.807107,FT
25338492,160,20431816,20432778,20431816,5067698.4,20400000,8847388.314218,0,0.315725,17.128091,160,20225682,3619784.571429,7521972.662469,4900461,12700000,20432778,11000000,4694327,12500000,20225682,11000000,FT
15733989,15324987,15596401,15324987,15596401,15300000,15600000,0,0,0.254227,12.711335,137588,15187399,5244663,8611731.287269,15324987,15300000,15324987,0,15187399,15200000,15187399,0,FT
16632166,850,155386,14751172,14947882,1386013.833333,2059484,4210297.165816,5208414.378465,1.322738,88.503205,34,14751172,792007.904762,3200372.904576,16474026,16500000,16474026,0,14751172,14800000,14751172,0,FT
16878799,719,461,15418104,15460250,1406566.583333,1175661.714286,4413791.825671,4111986.334036,1.658886,115.351809,16,15319302,625140.703704,2938189.486275,16737321,16700000,16737321,0,15319302,15300000,15319302,0,FT
342264,-1,342264,-1,342264,0,342264,0,0,8.765164,4037.81876,684,341580,171132,241049.873277,-1,0,-1,0,-1,0,-1,0,FT
26116255,154323,6090423,19713722,19867971,6675312,13000000,11300000,9742197.618923,0.268032,15.392712,30,19713722,4352709.166667,7900570.380479,6244642,13100000,19871613,9635723.601132,6090319,12900000,19713722,9633200.644137,FT
29780579,46,157,16382701,16420602,1861284.8125,2127182.5,4045705.875511,4319079.223115,1.074526,126.458253,9,16382643,960663.83871,3003111.438069,3004915,8966012.333333,17698728,7729064.384451,2570510,7814622.333333,16382643,7481980.316649,FT
28733183,135,19732182,17074132,19732182,2873318.3,19700000,5520975.805555,0,0.452439,26.624269,135,16728612,2394431.916667,5009417.299924,1401707,7183262,17074132,7084498.286435,1195280,7042856,16728612,6982530.87192,FT
20292292,19871266,20053099,19871266,20053099,19900000,20100000,0,0,0.197119,9.855959,239193,19632073,6764097.333333,11100000,19871266,19900000,19871266,0,19632073,19600000,19632073,0,FT
40322533,137568,317,19915532,20054145,5420786.6,6697551.5,8440769.250204,8198729.900409,0.3224,18.972022,18,19915532,3360211.083333,6466024.266332,5980259,13400000,20053100,7074670.37185,5839319,12900000,19915532,7038256.10744,FT
29999821,239,279,14420029,14420021,2999979.4,3749857.75,5306549.948442,5674033.276403,0.666671,64.367051,16,14420002,1578937.947368,3978803.988681,3954039,9999620.666667,14874016,5553398.283094,2782142,9321434.666667,14420002,5951194.2885,FT
20067785,953,19861488,15510937,19861488,4914719.75,19900000,7326831.908893,0,0.348818,18.736497,953,15510937,3344630.833333,6149687.880334,4132299,9829439.5,15526580,8056973.361845,3926002,9718469.5,15510937,8191786.098105,FT
18874785,18722611,18720727,18722611,18720727,18700000,18700000,0,0,0.211923,10.384224,152174,18568553,6291595,10600000,18722611,18700000,18722611,0,18568553,18600000,18568553,0,FT
19784769,828,31,18532484,18720450,1798615.363636,1636324.166667,5550351.04524,5380624.614921,1.263598,86.581754,15,18532484,824365.375,3772470.349407,19633884,19600000,19633884,0,18532484,18500000,18532484,0,FT
29587166,25,19,19811506,20060924,1232798.583333,984755.933333,4224078.589211,3839908.772388,1.892713,313.514312,8,19811506,537948.472727,2824571.483056,7530292,14000000,20467644,9148089.329797,7318129,13600000,19811506,8834151.59662,FT
7266329,50768,49,907314,1043626,371504.176471,181658.225,224452.009673,249646.538176,8.119643,2415.387467,28,898769,125281.534483,181925.723668,-1,0,-1,0,-1,0,-1,0,FT
582738,433,271658,270534,311080,135483.5,291369,190990.248703,27875.56351,10.296222,720.735562,26,271199,116547.6,141821.221688,-1,0,-1,0,-1,0,-1,0,FT
21811795,346,76,7942934,13558219,2063059.5,4332460.4,3920591.420733,6237391.114113,0.504314,29.112689,30,13558219,2181179.5,4706823.229645,8092880,10900000,13718915,3978207.499693,7942934,10800000,13558219,3970606.101795,FT
27642144,3945216,332408,15676516,15343991,9102193,3948877.714286,5992704.079569,5681017.634299,0.43412,200.563314,380,15343991,2512922.181818,4830470.842722,3946695,9102631,15676399,5992009.234562,3604796,8763715,15343991,5997279.933694,FT
11749182,11710851,-1,11710851,-1,11700000,0,0,0,0.255337,72.26035,38331,11710851,5874591,8253718.045536,11749182,11700000,11749182,0,11710851,11700000,11710851,0,FT
18848388,272070,272093,15440622,1454048,3135152.166667,681548.8,6049436.933738,556768.429027,0.689714,41.860344,22,15440622,1570699,4393688.336765,1406497,6282796,15715750,8170741.027977,1096519,5997051.666667,15440622,8180324.941542,FT
18919905,18919905,-1,18919905,-1,18900000,0,0,0,0.105709,5.496856,18919905,18919905,18900000,0,18919905,18900000,18919905,0,18919905,18900000,18919905,0,FT
14155903,14155903,-1,14155903,-1,14200000,0,0,0,0.141284,7.346758,14155903,14155903,14200000,0,14155903,14200000,14155903,0,14155903,14200000,14155903,0,FT
2115302,27,26,820817,989785,165466.416667,152538.692308,236976.554,295335.613384,12.764135,6550.364912,8,820817,81357.769231,176539.546394,-1,0,-1,0,-1,0,-1,0,FT
89,89,-1,89,-1,89,0,0,0,22471.910112,1584269.662921,89,89,89,0,-1,0,-1,0,-1,0,-1,0,FT
1453331,28,26,475999,636234,109827.833333,106036.833333,138797.979772,184592.099171,17.889937,9348.868221,8,475999,58133.24,109987.290753,-1,0,-1,0,-1,0,-1,0,FT
87,87,-1,87,-1,87,0,0,0,22988.505747,1620689.655172,87,87,87,0,-1,0,-1,0,-1,0,-1,0,FT
917213,28,30,185470,210092,70995.818182,63607.583333,76917.872249,80981.094436,27.256482,15229.832111,8,185439,38217.208333,65259.794576,-1,0,-1,0,-1,0,-1,0,FT
90,90,-1,90,-1,90,0,0,0,22222.222222,1566666.666667,90,90,90,0,-1,0,-1,0,-1,0,-1,0,FT
8254587,135,30,7257644,8044697,375048,1006096,1543829.63321,2844024.433202,3.876632,734.985288,30,7051825,266277,1265508.416764,7257644,7257644,7257644,0,7051825,7051825,7051825,0,FT
20192532,20032762,20030972,20032762,20030972,20000000,20000000,0,0,0.198093,9.904652,159770,19871202,6730844,11400000,20032762,20000000,20032762,0,19871202,19900000,19871202,0,FT
20175777,20032748,20045150,20032748,20045150,20000000,20000000,0,0,0.198258,9.71462,130627,19902121,6725259,11400000,20032748,20000000,20032748,0,19902121,19900000,19902121,0,FT
13031837,870,25312,788215,1259980,332547.638889,400369.78125,216051.965952,260700.503616,5.371461,722.461461,20,1060122,188867.202899,195529.685239,13031837,13000000,13031837,0,1060122,1060122,1060122,0,FT
24603858,356,34,8974667,8658880,502119.55102,565790.116279,1272733.741613,1310474.569178,3.820539,377.257908,12,8658880,264557.612903,914289.663109,5158591,7699542.333333,11843053,3618930.14163,1187694,3720974.666667,8658880,4276835.267146,FT
38456681,37,19,18652655,14593869,674678.614035,285036.057971,3098519.237619,1754066.046504,3.32842,1491.080314,8,18652655,302808.511811,2091214.705484,18652724,19200000,19803957,814044.661025,14593772,16600000,18652655,2870063.693343,FT
6810241,285683,285668,6524520,285668,3405101.5,285668,4411523.949417,0,0.734188,48.896948,38,6524520,1702560.25,3217457.594231,6810241,6810241,6810241,0,6524520,6524520,6524520,0,FT
18452553,18452553,-1,18452553,-1,18500000,0,0,0,0.108386,5.636076,18452553,18452553,18500000,0,18452553,18500000,18452553,0,18452553,18500000,18452553,0,FT
29630414,1944,136663,28018076,338706,2693674,205516.142857,8399829.190279,90035.159854,0.674982,48.767459,13,28018076,1559495.473684,6408141.467411,29630414,29600000,29630414,0,28018076,28000000,28018076,0,FT
943117,36,25,182351,248904,67560.75,67563.75,70344.22374,88719.243263,27.56816,14340.744574,9,182321,37724.68,61601.521212,-1,0,-1,0,-1,0,-1,0,FT
71,71,-1,71,-1,71,0,0,0,28169.014085,1985915.492958,71,71,71,0,-1,0,-1,0,-1,0,-1,0,FT
1076563,40,26,193744,263429,77604.333333,77733.083333,76163.317757,101109.796936,24.150932,12563.129143,9,193695,43062.52,67924.586881,-1,0,-1,0,-1,0,-1,0,FT
65,65,-1,65,-1,65,0,0,0,30769.230769,2169230.769231,65,65,65,0,-1,0,-1,0,-1,0,-1,0,FT
898503,27,26,194831,217239,69754.090909,63824,76233.552543,81607.405128,27.824058,15546.970906,8,194785,37437.625,64019.652146,-1,0,-1,0,-1,0,-1,0,FT
127,127,-1,127,-1,127,0,0,0,15748.031496,1110236.220472,127,127,127,0,-1,0,-1,0,-1,0,-1,0,FT
9372877,49,20,724236,1557468,67331,132818.73913,185717.2811,308931.914234,10.135629,4211.193639,20,1557468,99711.457447,245957.825505,9165262,9165262,9165262,0,1557468,1557468,1557468,0,FT
136240,-1,-1,-1,-1,0,0,0,0,14.679977,719.318849,136240,136240,136240,0,-1,0,-1,0,-1,0,-1,0,FT
162101,-1,-1,-1,-1,0,0,0,0,12.337987,616.899341,162101,162101,162101,0,-1,0,-1,0,-1,0,-1,0,FT
19618086,42,66,2133263,2133326,358820.307692,387772.52,325037.767327,334800.483824,5.301231,779.790648,9,2133207,190466.854369,300880.500692,10306820,10300000,10306820,0,2133207,2133207,2133207,0,FT
28157412,53,35,8032460,8032578,552106.117647,605960.565217,1260114.403026,1324072.985268,3.515948,324.497152,8,8032443,287320.530612,935917.204429,3663517,6746367.25,8634428,2285818.850299,1392568,3834194,8032443,3157884.815958,FT
49079842,34,23,45672576,376961,876425.75,47399.507246,6095573.245872,82767.620341,2.58762,1165.875799,8,45672576,389522.555556,4066855.652032,49079842,49100000,49079842,0,45672576,45700000,45672576,0,FT
15658891,280878,280896,8999720,8999719,1739873.111111,1535115.875,2901002.837614,3030978.628442,1.213368,81.934283,22,8999678,869938.388889,2182116.544336,2717221,5219630.333333,9282810,3550175.031501,1036571,4471396.333333,8999678,4092615.708571,FT
15892483,15892483,-1,15892483,-1,15900000,0,0,0,0.125846,6.543974,15892483,15892483,15900000,0,15892483,15900000,15892483,0,15892483,15900000,15892483,0,FT
33264604,614,134041,31696775,337782,3024054.909091,199165.285714,9510277.007687,95307.058317,0.60124,42.898451,35,31696775,1750768.631579,7252540.453994,33264604,33300000,33264604,0,31696775,31700000,31696775,0,FT
33264290,402,39610,31604804,340162,2558791.538462,182262,8727872.260807,87605.254189,0.691432,48.310065,30,31604804,1512013.181818,6722049.404268,33264290,33300000,33264290,0,31604804,31600000,31604804,0,FT
1032611,32,26,187967,317786,74395.166667,74678.583333,76017.29967,103240.16823,25.178891,13097.865508,9,187931,41304.44,66702.027548,-1,0,-1,0,-1,0,-1,0,FT
67,67,-1,67,-1,67,0,0,0,29850.746269,2104477.61194,67,67,67,0,-1,0,-1,0,-1,0,-1,0,FT
1019300,28,25,202520,256421,73947.166667,67833.538462,80682.49691,92434.461566,26.488767,13319.925439,8,190931,39203.846154,66374.375283,-1,0,-1,0,-1,0,-1,0,FT
77,77,-1,77,-1,77,0,0,0,25974.025974,1831168.831169,77,77,77,0,-1,0,-1,0,-1,0,-1,0,FT
1107219,3,25,165228,179874,19771.767857,37774.192308,47386.229457,61452.871395,75.86575,60475.840823,3,140064,13339.987952,36869.664257,-1,0,-1,0,-1,0,-1,0,FT
881158,41,34,185271,205605,68192.454545,62335.166667,74346.886536,79061.706786,28.371756,15853.002526,10,185242,36714.916667,62936.79043,-1,0,-1,0,-1,0,-1,0,FT
265,265,-1,265,-1,265,0,0,0,7547.169811,532075.471698,265,265,265,0,-1,0,-1,0,-1,0,-1,0,FT
14791369,43,19,2133207,8592095,78815.782609,108014.214815,262523.619867,766930.181698,17.036963,5525.65486,19,2133207,58929.756972,237567.993561,2325062,3631411.5,4757200,1098054.669403,1013743,1599711.25,2133207,555761.179856,FT
135784,-1,-1,-1,-1,0,0,0,0,14.729276,721.73452,135784,135784,135784,0,-1,0,-1,0,-1,0,-1,0,FT
161923,-1,-1,-1,-1,0,0,0,0,12.35155,617.577491,161923,161923,161923,0,-1,0,-1,0,-1,0,-1,0,FT
21522298,30,57,18263275,411497,768653.5,140265.045455,3430571.755167,115850.560601,2.416099,870.678401,10,18263275,422005.843137,2549866.909167,21522298,21500000,21522298,0,18263275,18300000,18263275,0,FT
24667615,337,35,10340034,10340037,548169.222222,605966.35,1548214.45261,1643550.88981,3.526891,340.08152,24,10339993,286832.732558,1140860.368271,6551086,8078868.333333,10925516,2467481.26271,1290917,4672110.333333,10339993,4938942.720242,FT
12918887,304,1726,7760547,7249848,430629.566667,548345.086957,1390968.979174,1466700.210889,4.257333,621.338355,15,7249848,239238.648148,982092.704313,11360197,11400000,11360197,0,7249848,7249848,7249848,0,FT
10771171,535,131470,9236778,332573,979197.363636,194721.857143,2740750.049426,93208.290827,1.856808,134.804285,28,9236778,566903.736842,2102084.044466,10771171,10800000,10771171,0,9236778,9236778,9236778,0,FT
1007438,28,26,208306,250826,71942.916667,71797.666667,80810.667357,92639.584355,25.80804,13425.143781,9,208259,40297.52,68926.197655,-1,0,-1,0,-1,0,-1,0,FT
66,66,-1,66,-1,66,0,0,0,30303.030303,2136363.636364,66,66,66,0,-1,0,-1,0,-1,0,-1,0,FT
940720,33,35,189022,264002,67164.333333,67337.083333,73067.333009,89905.816824,27.638405,14377.285483,9,188978,37628.8,63089.348765,-1,0,-1,0,-1,0,-1,0,FT
70,70,-1,70,-1,70,0,0,0,28571.428571,2014285.714286,70,70,70,0,-1,0,-1,0,-1,0,-1,0,FT
19074498,41,41,18477147,163638,1907449.8,61059.428571,5822486.317836,76802.897029,0.996094,331.48972,0,18477147,1059694.333333,4347212.451391,19074498,19100000,19074498,0,18477147,18500000,18477147,0,FT
19074891,41,41,18384114,153023,1589574.25,50742.818182,5289338.197915,70236.716436,1.310623,628.470171,11,18384114,794787.125,3746926.913287,19074891,19100000,19074891,0,18384114,18400000,18384114,0,FT
19075052,41,25,18066644,155249,414675.043478,10088.349398,2660920.203705,35527.832668,6.867609,5821.320959,8,18066644,146731.169231,1584156.559599,19075052,19100000,19075052,0,18066644,18100000,18066644,0,FT
957804,38,26,197372,217934,72197.363636,68530.083333,79637.981043,86656.239045,26.101374,14584.40349,9,197343,39908.5,68808.650346,-1,0,-1,0,-1,0,-1,0,FT
86,86,-1,86,-1,86,0,0,0,23255.813953,1639534.883721,86,86,86,0,-1,0,-1,0,-1,0,-1,0,FT
10856195,139,27,8053694,9899648,211269.081633,591510.611111,1152061.673553,2325962.41842,6.355818,1196.091264,-1,8053694,159649.926471,978036.818518,8747811,8747811,8747811,0,8053694,8053694,8053694,0,FT
136534,-1,-1,-1,-1,0,0,0,0,14.648366,717.769933,136534,136534,136534,0,-1,0,-1,0,-1,0,-1,0,FT
161921,-1,-1,-1,-1,0,0,0,0,12.351702,617.585119,161921,161921,161921,0,-1,0,-1,0,-1,0,-1,0,FT
29765131,1114,31500,7924552,8131914,472462.396825,527516.5,993249.704503,1069828.000386,4.065159,559.110592,17,7924552,248042.758333,754870.504097,7924581,11200000,14432290,4601645.163889,1338881,4631716.5,7924552,4656772.622763,FT
23027966,172,32,10571580,10571591,555225.902439,632178.444444,1631613.993119,1738854.034937,3.430611,345.492954,22,10571534,295230.333333,1203447.563823,6408658,10700000,15028613,6095228.634023,1809044,6190289,10571534,6196016.099079,FT
28558401,121,20034048,9051370,20034048,291412.255102,20000000,975460.598759,0,3.536613,242.345501,121,9051370,285584.01,963307.71033,1080381,4608361.833333,16228889,5781183.374017,1006356,2519478.666667,9051370,3205751.613146,FT
20435964,633,133719,18697735,18872792,1571997.230769,2537862.25,5146794.688264,6600891.545142,1.125467,76.042412,26,18697735,928907.454545,3970087.767754,20298794,20300000,20298794,0,18697735,18700000,18697735,0,FT
19219554,19080425,19079562,19080425,19079562,19100000,19100000,0,0,0.208121,10.197947,139129,18940433,6406518,10900000,19080425,19100000,19080425,0,18940433,18900000,18940433,0,FT
19186434,19020277,19025359,19020277,19025359,19000000,19000000,0,0,0.208481,10.424032,161075,18859202,6395478,10800000,19020277,19000000,19020277,0,18859202,18900000,18859202,0,FT
29862359,30,45,6959690,6629651,868216.176471,825761.638889,1703769.873607,1523884.846462,2.411062,942.825716,9,6629651,420596.605634,1153910.04361,1860887,3689852.25,6959634,1912662.135158,1245675,3058291.625,6629651,2054967.296396,FT
28204196,23,26,8661583,8205142,486278.327586,522299.759259,1206632.452108,1154553.821461,4.041952,277.405532,8,8205142,249594.654867,829596.005601,2007174,9247601,20791208,10100000,1586171,4193935.333333,8205142,3525610.877841,FT
27325970,51,1587,14350596,14158209,971901.857143,1349436.55,2662770.926454,3050272.92561,1.829761,203.689018,16,14017298,557672.857143,1983419.134616,3586044,12600000,21537359,12700000,1214519,7615908.5,14017298,9052931.848933,FT
32559,-1,-1,-1,-1,0,0,0,0,61.426948,2825.639608,32559,32559,32559,0,-1,0,-1,0,-1,0,-1,0,FT
161622,-1,-1,-1,-1,0,0,0,0,12.374553,606.353095,161622,161622,161622,0,-1,0,-1,0,-1,0,-1,0,FT
20355807,20041567,20193780,20041567,20193780,20000000,20200000,0,0,0.196504,9.825206,162027,19879540,6785269,11300000,20041567,20000000,20041567,0,19879540,19900000,19879540,0,FT
28987841,43,30,14402451,19895493,468100.672131,628294.977273,1939531.222614,3043824.860976,3.691203,1005.973505,18,14135396,273470.198113,1454567.79938,1582688,6690210.5,14402451,5567811.185196,1581968,5694181.25,14135396,5713684.075651,FT
29876664,569,159433,8795688,8671540,1991777.6,2276890.307692,2664093.220306,2818232.06512,1.004128,355.327489,23,8416883,1030229.793103,2063172.245542,1431258,4902870.5,10121039,3238667.02542,1093462,4270205.666667,8416883,2788689.096972,FT
29927259,32,23,1926732,1926657,115549.262548,137515.648148,198531.418816,193573.16892,15.938646,2936.219451,2,1926630,62872.392857,130609.988294,7131022,7131022,7131022,0,1926630,1926630,1926630,0,FT
29727426,99,2279,2348367,2348620,386468.5,557728.301887,446248.473569,457668.446431,4.406705,711.296027,22,1987995,228672.507692,278315.982023,4976507,9524603.666667,16824299,6385218.495527,1224605,1494339,1987995,428131.83669,FT
29794356,216,35,2011963,2019819,390032.486842,390025.855263,385877.658794,388484.438752,5.168764,834.755415,16,1862787,194734.352941,263280.205171,4927823,14200000,23379596,13000000,1306788,1584787.5,1862787,393150.663232,FT
16438919,16276000,16274332,16276000,16274332,16300000,16300000,0,0,0.243325,12.16625,162919,16111413,5479639.666667,9207385.831716,16276000,16300000,16276000,0,16111413,16100000,16111413,0,FT
16827190,16676465,16674217,16676465,16674217,16700000,16700000,0,0,0.237711,11.647815,150725,16523492,5609063.333333,9452172.559956,16676465,16700000,16676465,0,16523492,16500000,16523492,0,FT
29320051,19998267,0,19998267,2022339,20000000,274601.433962,0,356507.41683,3.717592,843.27957,0,2022339,271481.953704,352600.684684,1029026,4109046.666667,9283383,2907430.962762,1029026,1357485.833333,2022339,359696.69412,FT
19768199,350,36,11900854,11859322,1976819.9,1946408.3,3911282.743739,3916755.52862,1.112899,93.17996,27,11592962,941342.809524,2745708.42736,6167734,9595297,13022860,4847306.080488,5863583,8728272.5,11592962,4051282.742888,FT
15925220,1438,342101,15582202,15217303,7791820,5308406.666667,11000000,8581364.140326,0.439554,177.831138,50,15217303,2654203.333333,6157059.66537,15583119,15600000,15583119,0,15217303,15200000,15217303,0,FT
29955050,20,36,947740,886394,194513.311688,257432.775862,232757.612927,193060.367683,9.080272,1895.940751,14,721108,110535.239852,143970.253379,-1,0,-1,0,-1,0,-1,0,FT
29662420,13,4171,2297659,2573213,417780.56338,652372.522727,487722.500184,527034.148625,3.944385,996.681997,13,2137648,255710.517241,333514.190204,1572142,6471492,16349620,6778922.43959,1157801,1638985.5,2137648,439213.045111,FT
29707778,14,59,1697641,1697070,388919.223684,422254.742857,412551.141446,415120.727012,4.98186,1157.642958,14,1548042,202093.727891,282726.347225,3277210,8695879.333333,16601695,7001778.187815,1073880,1355531,1548042,249332.820263,FT
867752,33,180136,333761,332604,171078.333333,238331.666667,167021.091904,82387.90666,9.219224,1730.909292,33,202255,123964.571429,78130.112271,-1,0,-1,0,-1,0,-1,0,FT
1950303,38248,80651,475366,873351,259020.25,487575.75,194262.661988,351497.279251,5.127408,830.640162,3009,673057,216700.333333,206324.888037,-1,0,-1,0,-1,0,-1,0,FT
1433156,751,541,997925,164643,238859.333333,55517.666667,387850.403055,94506.217662,7.675368,541.462339,21,997925,143315.6,314184.805083,-1,0,-1,0,-1,0,-1,0,FT
176042,-1,-1,-1,-1,0,0,0,0,11.360925,539.643949,176042,176042,176042,0,-1,0,-1,0,-1,0,-1,0,FT
